game_date,season,player_name,team,opponent,home_away,minutes,points,rebounds,assists,threes_made,steals,blocks,turnovers,fga,fgm,fta,ftm,offensive_rebounds,defensive_rebounds,plus_minus,player_key,is_home,_data_source
2025-05-16,2025,Chelsea Gray,LVA,NYL,H,30.1,16.2,5.3,3.8,1.5,0.9,0.0,,,,,,,,,chelsea gray,1,csv
2025-05-18,2025,Chelsea Gray,LVA,NYL,H,33.1,15.4,5.3,2.7,1.8,0.7,0.0,,,,,,,,,chelsea gray,1,csv
2025-05-20,2025,Chelsea Gray,LVA,NYL,H,31.8,19.3,4.5,6.8,2.1,0.7,0.1,,,,,,,,,chelsea gray,1,csv
2025-05-22,2025,Chelsea Gray,LVA,NYL,H,28.8,24.7,4.9,5.4,2.3,0.3,0.1,,,,,,,,,chelsea gray,1,csv
2025-05-24,2025,Chelsea Gray,LVA,NYL,H,30.4,19.9,3.4,3.4,1.8,0.7,0.0,,,,,,,,,chelsea gray,1,csv
2025-05-26,2025,Chelsea Gray,LVA,NYL,H,30.5,14.2,2.8,6.9,1.3,0.8,0.4,,,,,,,,,chelsea gray,1,csv
2025-05-28,2025,Chelsea Gray,LVA,NYL,H,30.3,11.0,3.8,6.3,0.4,1.0,0.0,,,,,,,,,chelsea gray,1,csv
2025-05-30,2025,Chelsea Gray,LVA,NYL,H,29.5,15.4,4.2,8.4,1.4,1.4,0.0,,,,,,,,,chelsea gray,1,csv
2025-06-01,2025,Chelsea Gray,LVA,NYL,H,29.7,11.7,5.3,7.6,2.4,2.1,0.9,,,,,,,,,chelsea gray,1,csv
2025-06-03,2025,Chelsea Gray,LVA,NYL,H,32.2,18.9,4.1,6.0,1.6,1.4,0.9,,,,,,,,,chelsea gray,1,csv
2025-06-05,2025,Chelsea Gray,LVA,NYL,H,26.5,15.1,3.6,7.0,1.8,0.3,0.0,,,,,,,,,chelsea gray,1,csv
2025-06-07,2025,Chelsea Gray,LVA,NYL,H,26.9,12.3,7.8,8.4,1.9,0.6,0.0,,,,,,,,,chelsea gray,1,csv
2025-06-09,2025,Chelsea Gray,LVA,NYL,H,27.4,10.7,0.3,7.7,3.6,2.1,0.0,,,,,,,,,chelsea gray,1,csv
2025-06-11,2025,Chelsea Gray,LVA,NYL,H,26.8,17.3,0.0,6.8,1.3,2.0,0.0,,,,,,,,,chelsea gray,1,csv
2025-06-13,2025,Chelsea Gray,LVA,NYL,H,31.1,17.4,3.3,10.2,2.0,0.1,0.0,,,,,,,,,chelsea gray,1,csv
2025-06-15,2025,Chelsea Gray,LVA,NYL,H,32.2,11.4,0.9,6.9,1.8,0.9,0.2,,,,,,,,,chelsea gray,1,csv
2025-06-17,2025,Chelsea Gray,LVA,NYL,H,28.1,15.9,3.9,6.2,1.7,1.3,0.6,,,,,,,,,chelsea gray,1,csv
2025-06-19,2025,Chelsea Gray,LVA,NYL,H,30.0,19.6,6.4,5.8,1.6,1.6,0.0,,,,,,,,,chelsea gray,1,csv
2025-06-21,2025,Chelsea Gray,LVA,NYL,H,30.2,15.0,3.9,5.4,1.4,2.1,0.1,,,,,,,,,chelsea gray,1,csv
2025-06-23,2025,Chelsea Gray,LVA,NYL,H,33.1,13.4,2.5,9.4,3.1,1.2,0.1,,,,,,,,,chelsea gray,1,csv
2025-06-25,2025,Chelsea Gray,LVA,NYL,H,32.1,20.0,2.7,8.1,1.0,2.3,0.0,,,,,,,,,chelsea gray,1,csv
2025-06-27,2025,Chelsea Gray,LVA,NYL,H,28.1,16.0,4.5,7.3,2.1,0.7,0.0,,,,,,,,,chelsea gray,1,csv
2025-06-29,2025,Chelsea Gray,LVA,NYL,H,27.7,17.3,5.2,4.8,1.5,0.1,0.0,,,,,,,,,chelsea gray,1,csv
2025-07-01,2025,Chelsea Gray,LVA,NYL,H,28.6,21.4,6.1,5.0,2.4,0.8,0.0,,,,,,,,,chelsea gray,1,csv
2025-05-16,2025,Courtney Vandersloot,NYL,LVA,A,27.9,11.8,7.4,5.5,0.7,0.6,0.4,,,,,,,,,courtney vandersloot,0,csv
2025-05-18,2025,Courtney Vandersloot,NYL,LVA,A,29.9,11.0,2.3,8.2,1.6,2.0,0.2,,,,,,,,,courtney vandersloot,0,csv
2025-05-20,2025,Courtney Vandersloot,NYL,LVA,A,25.5,6.0,3.2,4.0,0.5,1.3,0.7,,,,,,,,,courtney vandersloot,0,csv
2025-05-22,2025,Courtney Vandersloot,NYL,LVA,A,26.9,9.4,1.5,7.0,0.3,1.5,0.6,,,,,,,,,courtney vandersloot,0,csv
2025-05-24,2025,Courtney Vandersloot,NYL,LVA,A,26.6,5.6,4.3,7.1,0.0,1.5,1.1,,,,,,,,,courtney vandersloot,0,csv
2025-05-26,2025,Courtney Vandersloot,NYL,LVA,A,24.6,9.5,1.6,3.9,1.7,1.3,0.0,,,,,,,,,courtney vandersloot,0,csv
2025-05-28,2025,Courtney Vandersloot,NYL,LVA,A,27.5,13.6,4.1,8.4,1.5,0.9,0.3,,,,,,,,,courtney vandersloot,0,csv
2025-05-30,2025,Courtney Vandersloot,NYL,LVA,A,28.7,10.8,1.8,8.4,2.8,1.4,0.6,,,,,,,,,courtney vandersloot,0,csv
2025-06-01,2025,Courtney Vandersloot,NYL,LVA,A,29.3,10.4,2.3,2.9,1.0,0.2,0.6,,,,,,,,,courtney vandersloot,0,csv
2025-06-03,2025,Courtney Vandersloot,NYL,LVA,A,28.3,9.4,4.3,3.7,2.4,0.9,0.0,,,,,,,,,courtney vandersloot,0,csv
2025-06-05,2025,Courtney Vandersloot,NYL,LVA,A,28.2,11.7,0.0,4.9,0.6,0.9,0.0,,,,,,,,,courtney vandersloot,0,csv
2025-06-07,2025,Courtney Vandersloot,NYL,LVA,A,24.5,8.1,3.4,2.0,1.4,2.2,0.0,,,,,,,,,courtney vandersloot,0,csv
2025-06-09,2025,Courtney Vandersloot,NYL,LVA,A,26.3,12.8,4.1,5.0,1.0,1.7,0.3,,,,,,,,,courtney vandersloot,0,csv
2025-06-11,2025,Courtney Vandersloot,NYL,LVA,A,23.9,14.6,2.9,4.2,2.4,1.5,0.0,,,,,,,,,courtney vandersloot,0,csv
2025-06-13,2025,Courtney Vandersloot,NYL,LVA,A,27.7,6.9,4.5,4.9,0.7,0.5,0.8,,,,,,,,,courtney vandersloot,0,csv
2025-06-15,2025,Courtney Vandersloot,NYL,LVA,A,29.8,11.1,4.8,6.7,2.6,1.1,0.3,,,,,,,,,courtney vandersloot,0,csv
2025-06-17,2025,Courtney Vandersloot,NYL,LVA,A,24.2,4.8,2.8,4.1,0.5,0.6,0.0,,,,,,,,,courtney vandersloot,0,csv
2025-06-19,2025,Courtney Vandersloot,NYL,LVA,A,25.7,8.5,0.0,5.0,1.2,1.7,0.0,,,,,,,,,courtney vandersloot,0,csv
2025-06-21,2025,Courtney Vandersloot,NYL,LVA,A,25.8,7.3,0.0,9.4,2.0,1.6,0.6,,,,,,,,,courtney vandersloot,0,csv
2025-06-23,2025,Courtney Vandersloot,NYL,LVA,A,30.5,17.4,1.1,7.8,0.5,1.2,0.0,,,,,,,,,courtney vandersloot,0,csv
2025-06-25,2025,Courtney Vandersloot,NYL,LVA,A,31.6,6.7,4.8,6.6,0.0,1.6,0.7,,,,,,,,,courtney vandersloot,0,csv
2025-06-27,2025,Courtney Vandersloot,NYL,LVA,A,30.1,10.4,0.0,2.9,1.5,0.7,0.0,,,,,,,,,courtney vandersloot,0,csv
2025-06-29,2025,Courtney Vandersloot,NYL,LVA,A,23.8,7.8,3.1,5.1,1.8,0.9,0.0,,,,,,,,,courtney vandersloot,0,csv
2025-07-01,2025,Courtney Vandersloot,NYL,LVA,A,25.0,16.4,3.9,3.8,0.0,1.0,0.9,,,,,,,,,courtney vandersloot,0,csv
2023-05-20,2023,Courtney Williams,MIN,MIN,A,32.0,5.0,7.0,4.0,1.0,1.0,0.0,,,,,,,,,courtney williams,0,csv
2023-05-21,2023,Courtney Williams,MIN,PHX,A,37.0,12.0,6.0,7.0,2.0,0.0,0.0,,,,,,,,,courtney williams,0,csv
2023-05-27,2023,Courtney Williams,MIN,WAS,H,31.0,13.0,9.0,5.0,3.0,0.0,0.0,,,,,,,,,courtney williams,1,csv
2023-05-28,2023,Courtney Williams,MIN,DAL,H,32.0,12.0,11.0,5.0,1.0,0.0,0.0,,,,,,,,,courtney williams,1,csv
2023-05-30,2023,Courtney Williams,MIN,ATL,A,28.0,4.0,7.0,4.0,0.0,2.0,2.0,,,,,,,,,courtney williams,0,csv
2023-06-02,2023,Courtney Williams,MIN,NYL,H,34.0,7.0,6.0,7.0,1.0,0.0,0.0,,,,,,,,,courtney williams,1,csv
2023-06-04,2023,Courtney Williams,MIN,NYL,A,35.0,12.0,9.0,6.0,1.0,0.0,1.0,,,,,,,,,courtney williams,0,csv
2023-06-07,2023,Courtney Williams,MIN,IND,H,31.0,8.0,4.0,4.0,2.0,0.0,0.0,,,,,,,,,courtney williams,1,csv
2023-06-10,2023,Courtney Williams,MIN,LAS,A,24.0,4.0,6.0,3.0,0.0,1.0,0.0,,,,,,,,,courtney williams,0,csv
2023-06-11,2023,Courtney Williams,MIN,LVA,A,28.0,7.0,4.0,5.0,1.0,0.0,0.0,,,,,,,,,courtney williams,0,csv
2023-06-16,2023,Courtney Williams,MIN,IND,H,31.0,0.0,3.0,10.0,0.0,2.0,0.0,,,,,,,,,courtney williams,1,csv
2023-06-18,2023,Courtney Williams,MIN,WAS,A,25.0,2.0,2.0,6.0,0.0,0.0,0.0,,,,,,,,,courtney williams,0,csv
2023-06-23,2023,Courtney Williams,MIN,WAS,H,31.0,5.0,4.0,9.0,1.0,1.0,1.0,,,,,,,,,courtney williams,1,csv
2023-06-25,2023,Courtney Williams,MIN,CON,A,31.0,11.0,5.0,5.0,1.0,0.0,1.0,,,,,,,,,courtney williams,0,csv
2023-06-28,2023,Courtney Williams,MIN,LAS,H,28.0,21.0,9.0,2.0,3.0,2.0,2.0,,,,,,,,,courtney williams,1,csv
2023-07-01,2023,Courtney Williams,MIN,LAS,H,26.0,12.0,11.0,13.0,0.0,1.0,0.0,,,,,,,,,courtney williams,1,csv
2023-07-02,2023,Courtney Williams,MIN,IND,A,34.0,28.0,5.0,8.0,4.0,1.0,0.0,,,,,,,,,courtney williams,0,csv
2023-07-08,2023,Courtney Williams,MIN,ATL,H,25.0,3.0,2.0,7.0,0.0,3.0,0.0,,,,,,,,,courtney williams,1,csv
2023-07-10,2023,Courtney Williams,MIN,ATL,H,35.0,14.0,7.0,7.0,1.0,0.0,1.0,,,,,,,,,courtney williams,1,csv
2023-07-12,2023,Courtney Williams,MIN,CON,H,32.0,6.0,8.0,6.0,0.0,2.0,0.0,,,,,,,,,courtney williams,1,csv
2023-07-21,2023,Courtney Williams,MIN,PHX,A,29.0,9.0,6.0,3.0,1.0,2.0,0.0,,,,,,,,,courtney williams,0,csv
2023-07-23,2023,Courtney Williams,MIN,SEA,A,28.0,4.0,8.0,3.0,0.0,0.0,0.0,,,,,,,,,courtney williams,0,csv
2023-07-25,2023,Courtney Williams,MIN,LVA,H,31.0,11.0,4.0,11.0,3.0,1.0,1.0,,,,,,,,,courtney williams,1,csv
2023-07-29,2023,Courtney Williams,MIN,SEA,H,32.0,10.0,3.0,5.0,0.0,0.0,1.0,,,,,,,,,courtney williams,1,csv
2023-07-30,2023,Courtney Williams,MIN,PHX,H,28.0,19.0,4.0,9.0,1.0,1.0,0.0,,,,,,,,,courtney williams,1,csv
2023-08-05,2023,Courtney Williams,MIN,DAL,A,29.0,25.0,6.0,6.0,5.0,2.0,0.0,,,,,,,,,courtney williams,0,csv
2023-08-06,2023,Courtney Williams,MIN,DAL,A,29.0,4.0,8.0,8.0,0.0,0.0,0.0,,,,,,,,,courtney williams,0,csv
2023-08-09,2023,Courtney Williams,MIN,MIN,H,33.0,12.0,2.0,6.0,2.0,3.0,0.0,,,,,,,,,courtney williams,1,csv
2023-08-12,2023,Courtney Williams,MIN,NYL,A,28.0,10.0,10.0,6.0,0.0,1.0,0.0,,,,,,,,,courtney williams,0,csv
2023-08-13,2023,Courtney Williams,MIN,WAS,A,33.0,13.0,3.0,7.0,3.0,1.0,0.0,,,,,,,,,courtney williams,0,csv
2023-08-18,2023,Courtney Williams,MIN,ATL,A,31.0,6.0,4.0,2.0,0.0,0.0,0.0,,,,,,,,,courtney williams,0,csv
2023-08-20,2023,Courtney Williams,MIN,CON,H,29.0,11.0,5.0,6.0,0.0,2.0,1.0,,,,,,,,,courtney williams,1,csv
2023-08-23,2023,Courtney Williams,MIN,SEA,H,21.0,10.0,5.0,3.0,0.0,1.0,0.0,,,,,,,,,courtney williams,1,csv
2023-08-25,2023,Courtney Williams,MIN,LVA,H,30.0,9.0,0.0,6.0,1.0,2.0,0.0,,,,,,,,,courtney williams,1,csv
2023-08-27,2023,Courtney Williams,MIN,SEA,A,31.0,10.0,5.0,6.0,1.0,1.0,1.0,,,,,,,,,courtney williams,0,csv
2023-08-30,2023,Courtney Williams,MIN,LAS,A,27.0,7.0,9.0,7.0,1.0,1.0,0.0,,,,,,,,,courtney williams,0,csv
2023-09-03,2023,Courtney Williams,MIN,NYL,H,30.0,5.0,7.0,6.0,1.0,2.0,0.0,,,,,,,,,courtney williams,1,csv
2023-09-05,2023,Courtney Williams,MIN,IND,A,24.0,17.0,8.0,4.0,3.0,0.0,0.0,,,,,,,,,courtney williams,0,csv
2023-09-09,2023,Courtney Williams,MIN,MIN,H,30.0,13.0,3.0,11.0,1.0,0.0,0.0,,,,,,,,,courtney williams,1,csv
2023-09-10,2023,Courtney Williams,MIN,CON,A,40.0,23.0,16.0,13.0,2.0,2.0,0.0,,,,,,,,,courtney williams,0,csv
2024-05-15,2024,Courtney Williams,MIN,SEA,A,29.0,14.0,5.0,7.0,0.0,5.0,0.0,,,,,,,,,courtney williams,0,csv
2024-05-18,2024,Courtney Williams,MIN,SEA,H,31.0,10.0,6.0,6.0,2.0,1.0,1.0,,,,,,,,,courtney williams,1,csv
2024-05-23,2024,Courtney Williams,MIN,CON,A,40.0,19.0,7.0,6.0,0.0,1.0,0.0,,,,,,,,,courtney williams,0,csv
2024-05-25,2024,Courtney Williams,MIN,NYL,H,24.0,7.0,4.0,5.0,1.0,0.0,1.0,,,,,,,,,courtney williams,1,csv
2024-05-26,2024,Courtney Williams,MIN,ATL,A,29.0,9.0,6.0,5.0,0.0,0.0,0.0,,,,,,,,,courtney williams,0,csv
2024-05-30,2024,Courtney Williams,MIN,LVA,H,33.0,12.0,6.0,8.0,0.0,1.0,1.0,,,,,,,,,courtney williams,1,csv
2024-06-01,2024,Courtney Williams,MIN,PHX,H,19.0,11.0,3.0,5.0,3.0,1.0,1.0,,,,,,,,,courtney williams,1,csv
2024-06-02,2024,Courtney Williams,MIN,DAL,H,19.0,10.0,5.0,4.0,0.0,3.0,0.0,,,,,,,,,courtney williams,1,csv
2024-06-06,2024,Courtney Williams,MIN,LAS,A,21.0,9.0,6.0,4.0,1.0,0.0,0.0,,,,,,,,,courtney williams,0,csv
2024-06-08,2024,Courtney Williams,MIN,PHX,A,23.0,6.0,6.0,2.0,0.0,0.0,0.0,,,,,,,,,courtney williams,0,csv
2024-06-09,2024,Courtney Williams,MIN,SEA,H,28.0,4.0,4.0,3.0,0.0,1.0,2.0,,,,,,,,,courtney williams,1,csv
2024-06-12,2024,Courtney Williams,MIN,LVA,A,24.0,15.0,4.0,9.0,1.0,2.0,0.0,,,,,,,,,courtney williams,0,csv
2024-06-14,2024,Courtney Williams,MIN,LAS,H,32.0,15.0,8.0,10.0,2.0,4.0,1.0,,,,,,,,,courtney williams,1,csv
2024-06-18,2024,Courtney Williams,MIN,DAL,H,26.0,6.0,3.0,4.0,0.0,2.0,1.0,,,,,,,,,courtney williams,1,csv
2024-06-20,2024,Courtney Williams,MIN,ATL,H,27.0,7.0,1.0,6.0,0.0,0.0,1.0,,,,,,,,,courtney williams,1,csv
2024-06-23,2024,Courtney Williams,MIN,PHX,H,24.0,12.0,9.0,4.0,0.0,0.0,0.0,,,,,,,,,courtney williams,1,csv
2024-06-26,2024,Courtney Williams,MIN,NYL,A,33.0,11.0,4.0,8.0,1.0,3.0,0.0,,,,,,,,,courtney williams,0,csv
2024-06-27,2024,Courtney Williams,MIN,DAL,A,19.0,3.0,1.0,4.0,1.0,0.0,0.0,,,,,,,,,courtney williams,0,csv
2024-06-30,2024,Courtney Williams,MIN,CHI,A,27.0,9.0,4.0,4.0,0.0,0.0,0.0,,,,,,,,,courtney williams,0,csv
2024-07-02,2024,Courtney Williams,MIN,NYL,A,26.0,9.0,7.0,4.0,1.0,0.0,0.0,,,,,,,,,courtney williams,0,csv
2024-07-05,2024,Courtney Williams,MIN,CON,H,28.0,12.0,2.0,6.0,1.0,0.0,0.0,,,,,,,,,courtney williams,1,csv
2024-07-07,2024,Courtney Williams,MIN,WAS,H,33.0,17.0,6.0,7.0,1.0,2.0,1.0,,,,,,,,,courtney williams,1,csv
2024-07-10,2024,Courtney Williams,MIN,LAS,A,20.0,4.0,2.0,5.0,0.0,2.0,0.0,,,,,,,,,courtney williams,0,csv
2024-07-13,2024,Courtney Williams,MIN,SEA,A,17.0,6.0,3.0,3.0,0.0,0.0,0.0,,,,,,,,,courtney williams,0,csv
2024-07-14,2024,Courtney Williams,MIN,IND,H,34.0,10.0,4.0,7.0,0.0,0.0,1.0,,,,,,,,,courtney williams,1,csv
2024-07-17,2024,Courtney Williams,MIN,ATL,H,26.0,8.0,4.0,9.0,0.0,0.0,0.0,,,,,,,,,courtney williams,1,csv
2024-08-16,2024,Courtney Williams,MIN,WAS,H,26.0,14.0,4.0,5.0,2.0,1.0,0.0,,,,,,,,,courtney williams,1,csv
2024-08-17,2024,Courtney Williams,MIN,WAS,A,21.0,14.0,7.0,2.0,0.0,0.0,0.0,,,,,,,,,courtney williams,0,csv
2024-08-22,2024,Courtney Williams,MIN,LVA,A,30.0,22.0,7.0,10.0,2.0,1.0,0.0,,,,,,,,,courtney williams,0,csv
2024-08-24,2024,Courtney Williams,MIN,LVA,H,22.0,13.0,7.0,4.0,1.0,0.0,0.0,,,,,,,,,courtney williams,1,csv
2024-08-25,2024,Courtney Williams,MIN,IND,H,28.0,10.0,4.0,6.0,0.0,0.0,0.0,,,,,,,,,courtney williams,1,csv
2024-08-29,2024,Courtney Williams,MIN,PHX,A,27.0,16.0,3.0,5.0,0.0,2.0,0.0,,,,,,,,,courtney williams,0,csv
2024-08-30,2024,Courtney Williams,MIN,DAL,A,23.0,8.0,3.0,3.0,0.0,0.0,1.0,,,,,,,,,courtney williams,0,csv
2024-09-01,2024,Courtney Williams,MIN,CHI,H,27.0,22.0,3.0,6.0,0.0,2.0,0.0,,,,,,,,,courtney williams,1,csv
2024-09-06,2024,Courtney Williams,MIN,IND,A,28.0,15.0,7.0,4.0,3.0,0.0,1.0,,,,,,,,,courtney williams,0,csv
2024-09-08,2024,Courtney Williams,MIN,WAS,A,26.0,12.0,3.0,3.0,0.0,0.0,0.0,,,,,,,,,courtney williams,0,csv
2024-09-10,2024,Courtney Williams,MIN,ATL,A,27.0,12.0,7.0,7.0,0.0,0.0,0.0,,,,,,,,,courtney williams,0,csv
2024-09-13,2024,Courtney Williams,MIN,CHI,H,27.0,14.0,3.0,10.0,0.0,1.0,0.0,,,,,,,,,courtney williams,1,csv
2024-09-15,2024,Courtney Williams,MIN,NYL,A,29.0,15.0,3.0,5.0,0.0,0.0,1.0,,,,,,,,,courtney williams,0,csv
2024-09-17,2024,Courtney Williams,MIN,CON,A,32.0,8.0,5.0,12.0,0.0,2.0,1.0,,,,,,,,,courtney williams,0,csv
2024-09-20,2024,Courtney Williams,MIN,LAS,H,27.0,6.0,4.0,2.0,1.0,2.0,1.0,,,,,,,,,courtney williams,1,csv
2025-05-16,2025,Courtney Williams,MIN,DAL,A,28.0,25.0,4.0,9.0,2.0,0.0,0.0,,,,,,,,,courtney williams,0,csv
2025-05-18,2025,Courtney Williams,MIN,LAS,A,30.0,13.0,5.0,10.0,3.0,1.0,0.0,,,,,,,,,courtney williams,0,csv
2025-05-22,2025,Courtney Williams,MIN,DAL,H,33.0,13.0,5.0,7.0,1.0,1.0,0.0,,,,,,,,,courtney williams,1,csv
2025-05-23,2025,Courtney Williams,MIN,CON,H,26.0,0.0,5.0,3.0,0.0,3.0,0.0,,,,,,,,,courtney williams,1,csv
2025-05-28,2025,Courtney Williams,MIN,SEA,H,33.0,23.0,5.0,4.0,1.0,1.0,1.0,,,,,,,,,courtney williams,1,csv
2025-05-31,2025,Courtney Williams,MIN,PHX,A,30.0,11.0,7.0,7.0,1.0,0.0,0.0,,,,,,,,,courtney williams,0,csv
2025-06-02,2025,Courtney Williams,MIN,GSV,A,26.0,20.0,5.0,5.0,3.0,2.0,0.0,,,,,,,,,courtney williams,0,csv
2025-06-04,2025,Courtney Williams,MIN,PHX,H,22.0,6.0,4.0,5.0,0.0,1.0,0.0,,,,,,,,,courtney williams,1,csv
2025-06-08,2025,Courtney Williams,MIN,DAL,A,17.0,5.0,2.0,8.0,1.0,2.0,1.0,,,,,,,,,courtney williams,0,csv
2025-06-12,2025,Courtney Williams,MIN,SEA,A,20.0,3.0,3.0,6.0,0.0,1.0,0.0,,,,,,,,,courtney williams,0,csv
2025-06-14,2025,Courtney Williams,MIN,LAS,H,18.0,17.0,3.0,2.0,3.0,0.0,0.0,,,,,,,,,courtney williams,1,csv
2025-06-18,2025,Courtney Williams,MIN,LVA,H,32.0,20.0,4.0,5.0,2.0,3.0,2.0,,,,,,,,,courtney williams,1,csv
2025-06-22,2025,Courtney Williams,MIN,LAS,H,31.0,18.0,3.0,6.0,2.0,4.0,0.0,,,,,,,,,courtney williams,1,csv
2025-06-25,2025,Courtney Williams,MIN,WAS,A,28.0,5.0,9.0,4.0,0.0,1.0,0.0,,,,,,,,,courtney williams,0,csv
2025-06-27,2025,Courtney Williams,MIN,ATL,A,34.0,16.0,2.0,8.0,2.0,2.0,0.0,,,,,,,,,courtney williams,0,csv
2025-06-29,2025,Courtney Williams,MIN,CON,H,25.0,12.0,9.0,7.0,2.0,2.0,0.0,,,,,,,,,courtney williams,1,csv
2025-07-02,2025,Courtney Williams,MIN,IND,H,34.0,11.0,4.0,4.0,1.0,0.0,0.0,,,,,,,,,courtney williams,1,csv
2025-07-04,2025,Courtney Williams,MIN,WAS,H,26.0,10.0,6.0,8.0,0.0,5.0,0.0,,,,,,,,,courtney williams,1,csv
2025-07-06,2025,Courtney Williams,MIN,CHI,H,31.0,25.0,8.0,6.0,2.0,0.0,0.0,,,,,,,,,courtney williams,1,csv
2025-07-06,2025,Courtney Williams,MIN,GSV,H,27.0,15.0,3.0,2.0,3.0,0.0,0.0,,,,,,,,,courtney williams,1,csv
2025-07-09,2025,Courtney Williams,MIN,PHX,A,32.0,21.0,6.0,5.0,1.0,1.0,0.0,,,,,,,,,courtney williams,0,csv
2025-07-10,2025,Courtney Williams,MIN,LAS,A,33.0,16.0,5.0,7.0,2.0,3.0,1.0,,,,,,,,,courtney williams,0,csv
2025-07-12,2025,Courtney Williams,MIN,CHI,A,38.0,13.0,8.0,8.0,1.0,0.0,0.0,,,,,,,,,courtney williams,0,csv
2025-07-15,2025,Courtney Williams,MIN,CHI,A,36.0,18.0,8.0,7.0,2.0,4.0,2.0,,,,,,,,,courtney williams,0,csv
2025-07-16,2025,Courtney Williams,MIN,PHX,H,30.0,12.0,7.0,5.0,2.0,1.0,0.0,,,,,,,,,courtney williams,1,csv
2025-07-20,2025,Courtney Williams,MIN,CLA,A,15.0,13.0,2.0,5.0,3.0,0.0,0.0,,,,,,,,,courtney williams,0,csv
2025-07-23,2025,Courtney Williams,MIN,CHI,H,31.0,10.0,1.0,7.0,0.0,1.0,0.0,,,,,,,,,courtney williams,1,csv
2025-07-25,2025,Courtney Williams,MIN,LVA,H,27.0,23.0,3.0,5.0,3.0,0.0,0.0,,,,,,,,,courtney williams,1,csv
2025-07-27,2025,Courtney Williams,MIN,ATL,H,34.0,11.0,1.0,9.0,1.0,1.0,1.0,,,,,,,,,courtney williams,1,csv
2025-07-31,2025,Courtney Williams,MIN,NYL,H,33.0,6.0,9.0,13.0,1.0,1.0,1.0,,,,,,,,,courtney williams,1,csv
2025-08-02,2025,Courtney Williams,MIN,LVA,A,24.0,9.0,6.0,9.0,1.0,2.0,1.0,,,,,,,,,courtney williams,0,csv
2025-08-06,2025,Courtney Williams,MIN,SEA,A,32.0,20.0,4.0,4.0,2.0,0.0,0.0,,,,,,,,,courtney williams,0,csv
2025-08-08,2025,Courtney Williams,MIN,WAS,H,30.0,14.0,2.0,5.0,0.0,0.0,1.0,,,,,,,,,courtney williams,1,csv
2025-08-10,2025,Courtney Williams,MIN,NYL,A,25.0,14.0,5.0,7.0,0.0,1.0,1.0,,,,,,,,,courtney williams,0,csv
2025-08-16,2025,Courtney Williams,MIN,NYL,H,35.0,26.0,5.0,5.0,3.0,0.0,0.0,,,,,,,,,courtney williams,1,csv
2025-08-19,2025,Courtney Williams,MIN,NYL,A,32.0,17.0,5.0,2.0,1.0,2.0,0.0,,,,,,,,,courtney williams,0,csv
2025-08-21,2025,Courtney Williams,MIN,ATL,A,27.0,6.0,5.0,9.0,0.0,0.0,0.0,,,,,,,,,courtney williams,0,csv
2025-08-22,2025,Courtney Williams,MIN,IND,A,13.0,2.0,4.0,1.0,0.0,0.0,0.0,,,,,,,,,courtney williams,0,csv
2025-08-24,2025,Courtney Williams,MIN,IND,H,27.0,14.0,2.0,10.0,3.0,1.0,1.0,,,,,,,,,courtney williams,1,csv
2025-08-29,2025,Courtney Williams,MIN,SEA,H,31.0,18.0,5.0,10.0,2.0,0.0,0.0,,,,,,,,,courtney williams,1,csv
2025-08-30,2025,Courtney Williams,MIN,CON,A,32.0,15.0,8.0,4.0,3.0,0.0,0.0,,,,,,,,,courtney williams,0,csv
2025-09-02,2025,Courtney Williams,MIN,DAL,H,27.0,15.0,3.0,9.0,1.0,2.0,0.0,,,,,,,,,courtney williams,1,csv
2025-09-05,2025,Courtney Williams,MIN,LVA,A,29.0,14.0,4.0,4.0,0.0,1.0,0.0,,,,,,,,,courtney williams,0,csv
2025-09-07,2025,Courtney Williams,MIN,GSV,A,33.0,14.0,8.0,5.0,1.0,0.0,0.0,,,,,,,,,courtney williams,0,csv
2025-09-09,2025,Courtney Williams,MIN,IND,A,25.0,8.0,5.0,5.0,0.0,2.0,0.0,,,,,,,,,courtney williams,0,csv
2025-09-12,2025,Courtney Williams,MIN,GSV,H,29.0,6.0,5.0,4.0,0.0,3.0,1.0,,,,,,,,,courtney williams,1,csv
2023-05-20,2023,Dearica Hamby,LAS,PHX,H,15.0,9.0,3.0,1.0,0.0,0.0,0.0,,,,,,,,,dearica hamby,1,csv
2023-05-26,2023,Dearica Hamby,LAS,LVA,H,27.0,11.0,5.0,2.0,0.0,3.0,0.0,,,,,,,,,dearica hamby,1,csv
2023-05-28,2023,Dearica Hamby,LAS,LVA,A,28.0,4.0,5.0,3.0,0.0,0.0,0.0,,,,,,,,,dearica hamby,0,csv
2023-06-03,2023,Dearica Hamby,LAS,PHX,A,22.0,8.0,3.0,2.0,0.0,0.0,0.0,,,,,,,,,dearica hamby,0,csv
2023-06-04,2023,Dearica Hamby,LAS,SEA,H,9.0,4.0,3.0,0.0,0.0,1.0,0.0,,,,,,,,,dearica hamby,1,csv
2023-06-07,2023,Dearica Hamby,LAS,SEA,A,25.0,6.0,8.0,1.0,0.0,0.0,0.0,,,,,,,,,dearica hamby,0,csv
2023-06-10,2023,Dearica Hamby,LAS,CHI,H,30.0,16.0,8.0,1.0,0.0,5.0,0.0,,,,,,,,,dearica hamby,1,csv
